1|01
2|01
3|01
4|01
5|01
6|01
7|01
8|01
9|01
10|01
11|01
12|01
13|01
14|01
15|01
16|01
17|01
1|03
2|03
3|03
4|03
5|03
6|03
7|03
8|03
9|03
10|03
11|03
12|03
13|03
14|03
15|03
16|03
17|03
18|03
19|03
20|03
1|04
2|04
3|04
4|04
5|04
6|04
7|04
8|04
9|04
10|04
11|04
12|04
13|04
14|04
15|04
16|04
1|02
2|02
3|02
4|02
5|02
6|02
7|02
8|02
9|02
10|02
11|02
12|02
13|02
14|02
15|02
16|02
17|02
18|02
19|02
1|06
2|06
3|06
4|06
5|06
6|06
7|06
8|06
9|06
10|06
1|08
2|08
3|08
4|08
5|08
6|08
7|08
8|08
9|08
10|08
11|08
12|08
13|08
14|08
15|08
16|08
17|08
18|08
19|08
20|08
21|08
22|08
23|08
24|08
25|08
26|08
27|08
28|08
29|08
1|05
2|05
3|05
4|05
5|05
6|05
7|05
8|05
9|05
10|05
11|05
12|05
13|05
14|05
15|05
16|05
17|05
18|05
19|05
20|05
21|05
22|05
23|05
24|05
1|07
2|07
3|07
4|07
5|07
6|07
7|07
8|07
9|07
10|07
11|07
12|07
13|07
14|07
15|07
16|07
17|07
18|07
19|07
20|07
21|07
22|07
23|07
24|07
25|07
26|07
27|07
28|07
29|07
30|07
31|07
32|07
33|07
34|07
5|09
6|09
7|09
8|09
9|09
10|09
11|09
12|09
13|09
14|09
15|09
16|09
17|09
18|09
19|09
20|09
25|09
26|09
1|10
2|10
3|10
4|10
5|10
6|10
7|10
8|10
9|10
10|10
11|10
12|10
13|10
14|10
15|10
16|10
17|10
18|10
19|10
1|13
2|13
3|13
4|13
5|13
6|13
7|13
8|13
9|13
10|13
11|13
12|13
13|13
14|13
15|13
16|13
17|13
18|13
19|13
20|13
21|13
22|13
23|13
24|13
1|19
2|19
3|19
4|19
5|19
6|19
7|19
8|19
9|19
10|19
11|19
12|19
13|19
14|19
15|19
16|19
17|19
18|19
1|15
2|15
3|15
4|15
5|15
6|15
7|15
8|15
9|15
10|15
11|15
12|15
1|11
2|11
3|11
4|11
5|11
6|11
7|11
8|11
9|11
10|11
11|11
12|11
13|11
14|11
1|17
2|17
3|17
4|17
5|17
6|17
7|17
8|17
9|17
10|17
11|17
12|17
13|17
14|17
15|17
16|17
1|16
2|16
3|16
4|16
5|16
6|16
7|16
8|16
9|16
10|16
11|16
12|16
13|16
14|16
15|16
16|16
17|16
18|16
19|16
1|12
2|12
3|12
4|12
5|12
6|12
22|12
7|12
8|12
9|12
10|12
11|12
12|12
13|12
14|12
15|12
16|12
17|12
18|12
19|12
20|12
23|12
21|12
1|18
2|18
3|18
4|18
5|18
6|18
7|18
8|18
9|18
10|18
11|18
12|18
13|18
14|18
15|18
16|18
17|18
18|18
19|18
20|18
21|18
22|18
23|18
24|18
25|18
26|18
27|18
28|18
29|18
30|18
1|14
2|14
3|14
4|14
5|14
6|14
7|14
8|14
9|14
10|14
11|14
12|14
13|14
14|14
15|14
16|14
17|14
18|14
19|14
20|14
21|14
22|14
23|14
24|14
25|14
26|14
27|14
28|14
29|14
30|14
1|21
2|21
3|21
4|21
5|21
6|21
7|21
8|21
9|21
10|21
11|21
12|21
13|21
14|21
15|21
16|21
17|21
18|21
19|21
20|21
1|23
2|23
3|23
4|23
5|23
6|23
7|23
8|23
9|23
10|23
11|23
12|23
13|23
14|23
15|23
1|24
2|24
3|24
4|24
5|24
6|24
7|24
8|24
9|24
10|24
11|24
12|24
13|24
14|24
15|24
16|24
17|24
18|24
19|24
20|24
21|24
22|24
23|24
24|24
25|24
1|25
2|25
3|25
4|25
5|25
6|25
7|25
8|25
9|25
10|25
11|25
12|25
13|25
14|25
1|27
2|27
3|27
4|27
5|27
6|27
7|27
8|27
9|27
10|27
11|27
12|27
13|27
14|27
15|27
16|27
17|27
18|27
19|27
20|27
21|27
1|26
2|26
3|26
4|26
5|26
6|26
7|26
8|26
9|26
10|26
11|26
12|26
13|26
14|26
15|26
16|26
17|26
18|26
19|26
20|26
21|26
22|26
23|26
24|26
1|22
2|22
3|22
4|22
5|22
6|22
7|22
8|22
9|22
10|22
11|22
12|22
13|22
14|22
15|22
16|22
17|22
1|29
2|29
3|29
4|29
5|29
6|29
7|29
8|29
9|29
10|29
11|29
12|29
13|29
14|29
15|29
16|29
17|29
18|29
19|29
20|29
21|29
22|29
23|29
24|29
25|29
26|29
27|29
28|29
29|29
30|29
31|29
32|29
33|29
34|29
1|28
2|28
3|28
4|28
5|28
6|28
7|28
8|28
9|28
10|28
11|28
12|28
1|20
2|20
3|20
4|20
5|20
6|20
7|20
8|20
9|20
10|20
11|20
12|20
13|20
14|20
15|20
16|20
17|20
18|20
19|20
20|20
1|31
2|31
3|31
4|31
5|31
6|31
7|31
8|31
9|31
10|31
11|31
12|31
13|31
14|31
15|31
16|31
17|31
18|31
19|31
20|31
21|31
22|31
23|31
24|31
25|31
26|31
27|31
28|31
29|31
30|31
31|31
1|33
2|33
3|33
4|33
5|33
6|33
7|33
8|33
9|33
10|33
11|33
12|33
13|33
14|33
15|33
16|33
17|33
18|33
19|33
1|32
2|32
3|32
4|32
5|32
6|32
7|32
8|32
9|32
10|32
11|32
12|32
13|32
14|32
15|32
16|32
17|32
18|32
19|32
20|32
21|32
22|32
23|32
24|32
25|32
1|30
2|30
3|30
4|30
5|30
6|30
7|30
8|30
9|30
10|30
11|30
12|30
13|30
14|30
1|50
2|50
3|50
4|50
5|50
6|50
7|50
8|50
9|50
10|50
11|50
12|50
13|50
14|50
15|50
1|63
2|63
3|63
4|63
5|63
6|63
7|63
8|63
9|63
10|63
11|63
12|63
13|63
14|63
15|63
16|63
17|63
18|63
19|63
20|63
21|63
22|63
23|63
24|63
25|63
26|63
27|63
28|63
29|63
30|63
31|63
32|63
33|63
34|63
35|63
36|63
37|63
38|63
101|63
108|63
110|63
111|63
112|63
1|53
2|53
3|53
4|53
5|53
6|53
7|53
8|53
9|53
10|53
11|53
12|53
13|53
14|53
15|53
16|53
17|53
18|53
19|53
20|53
21|53
22|53
23|53
24|53
25|53
26|53
27|53
28|53
29|53
30|53
31|53
32|53
33|53
34|53
35|53
36|53
37|53
38|53
39|53
40|53
1|54
2|54
3|54
4|54
5|54
6|54
7|54
8|54
9|54
10|54
11|54
12|54
13|54
14|54
15|54
16|54
17|54
18|54
19|54
20|54
21|54
22|54
23|54
25|54
24|54
1|60
2|60
3|60
4|60
5|60
6|60
7|60
8|60
9|60
10|60
11|60
12|60
13|60
14|60
15|60
16|60
17|60
18|60
19|60
20|60
21|60
22|60
23|60
24|60
25|60
26|60
1|68
2|68
3|68
4|68
5|68
6|68
7|68
9|68
8|68
10|68
11|68
12|68
13|68
14|68
15|68
16|68
17|68
18|68
19|68
20|68
21|68
22|68
23|68
24|68
1|59
2|59
3|59
4|59
5|59
6|59
7|59
8|59
9|59
11|59
12|59
13|59
14|59
10|59
15|59
16|59
17|59
18|59
19|59
20|59
21|59
22|59
23|59
24|59
25|59
26|59
4|65
5|65
1|65
10|65
12|65
6|65
8|65
3|65
9|65
11|65
2|65
7|65
13|65
14|65
15|65
1|67
2|67
3|67
4|67
5|67
6|67
7|67
8|67
9|67
10|67
11|67
12|67
13|67
14|67
15|67
16|67
17|67
18|67
19|67
20|67
21|67
22|67
23|67
24|67
25|67
26|67
27|67
28|67
29|67
30|67
31|67
32|67
33|67
34|67
35|67
36|67
37|67
38|67
39|67
40|67
41|67
42|67
43|67
44|67
45|67
46|67
47|67
48|67
49|67
50|67
51|67
52|67
53|67
54|67
55|67
56|67
57|67
58|67
59|67
60|67
61|67
1|51
2|51
3|51
4|51
5|51
6|51
7|51
8|51
9|51
10|51
11|51
12|51
13|51
14|51
15|51
16|51
17|51
18|51
19|51
20|51
21|51
22|51
23|51
24|51
25|51
26|51
27|51
28|51
29|51
30|51
31|51
32|51
